Grade,Customer,Part_aplication,Qty-Product,Injection(Ton),Resin_plastic,Texture-Product,Cavity.Material,Core.Material,Slide-System,Lift-Core-System,Mold-Design.Type,HOT-RUNNER,Mold/Base_Order-Company,Weight(KG),Price-Rp,Status
2,EPSON,Printer,1,350,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,526,296800000,Mahal
2,LGEIN,TV-Monitor,2,550,PC ABS,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1004,326200000,Murah
3,LGEIN,TV-Monitor,2,650,PC ABS,YES,CENA-G,CENA-G,YES,NO,2P-H/R,HOTSYS,BUMHAN(KOREA),2368,533400000,Murah
3,YAMAHA,Piano,2,50,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,205,224000000,Mahal
3,YAMAHA,Piano,1,180,ABS,NO,NAK80,PXA30,NO,NO,"3P
PIN",NOTYET,GAYA,542,263200000,Mahal
3,LGEIN,TV-Monitor,2,250,PC+ABS,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,558,263200000,Murah
3,LGEIN,TV-Monitor,2,350,PC+ABS,YES,HP4M,HP4M,NO,YES,"H/R
VV 2P",HOTSYS,BUMHAN(KOREA),1712,431200000,Mahal
3,LGEIN,TV-Monitor,2,350,PC+ABS,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,780,295400000,Murah
5,LGEIN,TV-Monitor,1,1800,PC+ABS,YES,HP4M,HP4M,YES,YES,HR/ VALVE 10P,YUDO,BUMHAN(KOREA),13200,2365734000,Mahal
2,LGEIN,TV-Monitor,2,150,PC+ABS,YES,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,142,89600000,Murah
3,LGEIN,TV-Monitor,2,550,PC+ABS,YES,HP4M,HP4M ,YES,YES,HR/ VALVE 2P,HOTSYS,BUMHAN(KOREA),2248,649600000,Mahal
3,TENMA,Camera,1,100,PC,YES,NAK80,NAK80,YES,YES,"3P
PIN",NOTYET,GAYA,256,224000000,Mahal
2,TENMA,Camera,1,100,PC,YES,NAK80,NAK80,NO,NO,2P SUBMARINE,NOTYET,GAYA,60,130200000,Mahal
2,EPSON,Printer,1,50,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,170,109200000,Murah
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,205,124600000,Murah
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,104,110600000,Murah
3,EPSON,Printer,2,120,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,454,330400000,Mahal
3,EPSON,Printer,1,180,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,560,308000000,Mahal
3,EPSON,Printer,1,180,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,201,350000000,Mahal
3,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,170,168000000,Murah
3,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,268,196000000,Mahal
3,EPSON,Printer,1,250,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,704,434000000,Mahal
3,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,190,257600000,Mahal
2,EPSON,Printer,2,30,M-PPE,NO,SKD61,SKD61,NO,NO,2P SUBMARINE,NOTYET,GAYA,100,156800000,Mahal
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,NO,NO,2P SUBMARINE,NOTYET,GAYA,135,117600000,Murah
2,EPSON,Printer,1,50,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,SURYAMAS,130,117600000,Murah
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,135,133000000,Mahal
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,161,126000000,Mahal
3,EPSON,Printer,1,150,HIPS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,135,193200000,Murah
3,EPSON,Printer,1,260,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,830,292600000,Murah
3,EPSON,Printer,1,350,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,SURYAMAS,1582,525000000,Mahal
3,EPSON,Printer,1,350,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,SURYAMAS,1012,455000000,Murah
3,EPSON,Printer,1,260,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,538,326200000,Mahal
3,AUTOPLASTIK,Car,1,350,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR VALVE 1P,YUDO,BUMHAN(KOREA),1010,301000000,Murah
3,AUTOPLASTIK,Car,1,350,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR VALVE 1P,YUDO,BUMHAN(KOREA),1012,301000000,Murah
3,OPSINDO,Car,2,360,ABS,NO,NAK80,HPM7,NO,NO,"2P
TUNNEL",NOTYET,GAYA,2545,674800000,Murah
3,EPSON,Printer,2,120,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,304,203000000,Mahal
3,IKPI,WaterMeter,2,75,PP,YES,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,208,204120000,Mahal
3,NISSHO,Car,1,250,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,1500,408324000,Mahal
3,NISSHO,Car,1,250,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,1498,408520000,Mahal
3,NISSHO,Car,1,250,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,1402,408520000,Mahal
3,NISSHO,Car,1,250,PP,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,1402,408520000,Mahal
2,EPSON,Printer,1,350,ABS,YES,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,620,387800000,Mahal
3,EPSON,Printer,1,350,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),1148,620200000,Mahal
2,EPSON,Printer,2,350,HIPS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,826,389200000,Mahal
3,EPSON,Printer,2,350,ABS,YES,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1314,501200000,Mahal
2,EPSON,Printer,1,350,ABS,YES,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),730,372400000,Mahal
3,EPSON,Printer,2,450,HIPS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),2022,606200000,Murah
3,EPSON,Printer,2,350,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),862,487200000,Murah
3,EPSON,Printer,1,350,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),522,375200000,Murah
3,EPSON,Printer,1,350,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),1084,530600000,Mahal
2,EPSON,Printer,2,100,POM,YES,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,588,319200000,Mahal
2,EPSON,Printer,2,100,POM,YES,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,570,319200000,Mahal
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,NO,2P SUBMARINE,NOTYET,GAYA,628,369600000,Mahal
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,YES,2P SUBMARINE,NOTYET,GAYA,552,322000000,Mahal
3,EPSON,Printer,2,180,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,794,665000000,Mahal
2,AUTOPLASTIK,Car,2,160,PP,YES,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,708,271600000,Mahal
2,RPT,Car,2,80,ABS,YES,HP4M,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,304,170142000,Murah
2,RPT,Car,2,80,ABS,YES,HP4M,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,304,170142000,Murah
2,RPT,Car,2,80,ABS,YES,HP4M,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,304,170142000,Murah
2,RPT,Car,2,80,ABS,YES,HP4M,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,262,189000000,Murah
2,RPT,Car,2,80,ABS,YES,HP4M,HP4M,YES,YES,2P SLIDER GATE,NOTYET,GAYA,262,189000000,Murah
3,EPSON,Printer,1,550,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,1912,576800000,Murah
3,EPSON,Printer,1,550,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,2690,840000000,Mahal
2,EPSON,Printer,2,50,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,142,173600000,Mahal
2,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,352,217000000,Murah
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,740,344400000,Mahal
4,AUTOPLASTIK,Car,1,600,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),3890,787500000,Mahal
4,AUTOPLASTIK,Car,1,600,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),4022,875000000,Mahal
2,AUTOPLASTIK,Car,2,350,PP-TD20,NO,HP4M,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,905,461804000,Murah
3,AUTOPLASTIK,Car,1,350,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR VALVE 1P,NOTYET,GAYA,1612,486080000,Mahal
3,AUTOPLASTIK,Car,1,160,PP-TD20,NO,HP4M,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,424,175000000,Murah
4,EPSON,Printer,1,260,HIPS ,YES,NAK80,HP4M ,YES,NO,3P PIN GATE ,NOTYET,GAYA,1308,393400000,Mahal
3,EPSON,Printer,1,80,POM,YES,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,328,236600000,Mahal
3,EPSON,Printer,1,80,POM,YES,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,330,236600000,Mahal
2,EPSON,Printer,1,80,ABS ,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,316,273000000,Mahal
2,EPSON,Printer,2,50,POM,YES,SKD61,SKD61,NO,NO,2P SUBMARINE ,NOTYET,GAYA,48,106400000,Murah
3,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M ,NO,NO,2P SIDE GATE,NOTYET,GAYA,320,222600000,Mahal
3,EPSON,Printer,1,50,ABS,YES,NAK80,HP4M ,YES,NO,2P SIDE GATE,NOTYET,GAYA,136,148400000,Murah
3,EPSON,Printer,2,180,PC+ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE ,NOTYET,GAYA,674,281400000,Murah
4,KOITO ,MotorCycle,2,220,AM001 CLEAR ,YES,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,976,565600000,Mahal
3,MITSUYOSHI,Speaker,2,330,ABS,YES,NAK80,NAK80,NO,NO,3P PIN GATE ,NOTYET,BUMHAN(KOREA),1090,222600000,Murah
3,MITSUYOSHI,Speaker,2,130,HIPS ,YES,NAK80,HP4M,NO,NO,2P SUBMARINE ,NOTYET,GAYA,218,438200000,Mahal
3,NISSHO,Car,8,50,POM,NO,SKD61,SKD61,NO,NO,2P SUBMARINE ,NOTYET,GAYA,182,180110000,Murah
4,KOITO,MotorCycle,2,220,PC-0W (WHITE),YES,HPM7,S55C,NO,NO,2P H/R SIDE GATE,NOTYET,BUMHAN(KOREA),856,433804000,Mahal
5,AUTOPLASTIK,Car,1,650,PP-TD20,NO,HP4M,HP4M,YES,NO,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),7295,1147216000,Mahal
4,AUTOPLASTIK,Car,2,850,PP-TD20,YES,S55C,S55C,YES,YES,2P HR VALVE 2P,YUDO,BUMHAN(KOREA),5530,845824000,Murah
2,AUTOPLASTIK,Car,2,50,ABS,NO,HP4M,HP4M,YES,NO,2P SUBMARINE GATE,NOTYET,GAYA,126,116662000,Murah
5,KOITO,MotorCycle,2,850,PP,NO,S55C,S55C,NO,NO,2P H/R SIDE GATE,YUDO,BUMHAN(KOREA),6150,1067388000,Murah
3,KOITO,MotorCycle,2,350,PC,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,1100,665420000,Mahal
3,TENMA,Printer,2,230,ABS,NO,NAK80,NAK80,NO,NO,"2P
H/R",YUDO,GAYA,1286,408800000,Mahal
3,TENMA,Printer,4,180,ABS,NO,NAK80,NAK80,NO,NO,2P HR / SUB,YUDO,GAYA,884,383040000,Mahal
2,EPSON,Printer,2,120,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,446,261800000,Mahal
2,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,632,277200000,Mahal
3,EPSON,Printer,1,140,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,386,169400000,Murah
3,EPSON,Printer,1,120,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,220,224000000,Mahal
3,EPSON,Printer,1,250,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,494,280000000,Murah
3,EPSON,Printer,1,250,ABS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,1064,408800000,Mahal
2,LGEIN,TV-Monitor,2,550,PC ABS,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,1042,311108000,Murah
3,LGEIN,TV-Monitor,2,250,PC+ABS,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,558,252000000,Murah
4,INDOPLAT,Car,1,850,ABS,NO,NAK80,HP4M,YES,YES,"3P
H/R",YUDO,BUMHAN(KOREA),3558,961912000,Mahal
4,EPSON,Printer,1,80,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,200,231000000,Mahal
2,EPSON,Printer,1,30,POM,YES,SKD61,SKD61,YES,NO,2P BANANA GATE,NOTYET,GAYA,90,147000000,Mahal
2,EPSON,Printer,1,30,POM,YES,SKD61,SKD61,YES,NO,2P BANANA GATE,NOTYET,GAYA,90,147000000,Mahal
2,EPSON,Printer,2,50,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,150,165200000,Mahal
2,EPSON,Printer,2,50,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,148,165200000,Mahal
3,EPSON,Printer,2,50,ABS,YES,NAK80,HP4M,YES,NO,2P BANANA GATE,NOTYET,SURYAMAS,204,176400000,Murah
3,EPSON,Printer,1,50,ABS,YES,NAK80,HP4M,YES,YES,2P BANANA GATE,NOTYET,GAYA,194,166600000,Mahal
2,EPSON,Printer,1,50,ABS,YES,NAK80,HP4M,YES,YES,2P BANANA GATE,NOTYET,SURYAMAS,194,162400000,Mahal
2,EPSON,Printer,2,80,HIPS ,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,SURYAMAS,276,189000000,Murah
3,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,564,301000000,Mahal
2,LGEIN,TV-Monitor,2,550,PC ABS,YES,HP4M,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,1042,294728000,Murah
3,LGEIN,TV-Monitor,2,250,PC+ABS,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,558,246400000,Murah
2,EPSON,Printer,2,50,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,160,99400000,Murah
2,EPSON,Printer,2,100,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,210,224000000,Mahal
2,EPSON,Printer,1,50,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SURYAMAS,120,91000000,Murah
3,YAMAHA,Speaker,2,550,PS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),3100,560000000,Murah
2,EPSON,Printer,1,30,PP,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,SURYAMAS,156,114800000,Murah
2,EPSON,Printer,1,50,PBT,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,GAYA,146,161000000,Mahal
3,HONORIS,Piano,4,170,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,154,182000000,Murah
5,LGEIN,TV-Monitor,1,1800,"ABS, ABS+PC",YES,HP4M,HP4M,YES,YES,"2P
H/R",HOTSYS,BMT(CHINA),13439,2391200000,Mahal
4,LGEIN,TV-Monitor,4,650,PP,YES,CENA-G,CENA-G,NO,NO,"4P
H/R",HOTSYS,BMT(CHINA),3312,814716000,Murah
2,EPSON,Printer,1,260,ABS,YES,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,1445,268800000,Mahal
2,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,430,172200000,Murah
2,EPSON,Printer,1,180,ABS,YES,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,964,239400000,Mahal
2,EPSON,Printer,1,30,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,72,81200000,Murah
2,IKPI,Watermeter,4,100,PC,NO,STAVAX,STAVAX,NO,NO,"3P
PIN",NOTYET,SURYAMAS,216,269304000,Mahal
3,IKPI,Watermeter,4,60,POM,NO,SKD61,SKD61,NO,NO,H/R OPEN,YUDO,SURYAMAS,210,249200000,Mahal
2,IKPI,Watermeter,8,50,ABS,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,65,119000000,Murah
2,DAE YOUNG APEX,AC,2,250,PP+TALC20,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,754,291620000,Murah
2,ADYAWINSA,AC,2,250,PP+TALC20,YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,946,307804000,Murah
4,DAE YOUNG APEX,AC,1,220,HIPS ,NO,HP4M,HP4M,YES,YES,"3P
PIN",NOTYET,SURYAMAS,644,296520000,Murah
1,NIJES,AC,4,50,POM,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,SURYAMAS,56,96250000,Murah
1,NIJES,AC,4,50,POM,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,SURYAMAS,68,91378000,Murah
1,NIJES,AC,4,50,POM,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,SURYAMAS,68,92358000,Murah
1,PARAGON,AC,2,70,ABS,NO,HP4M,HP4M,NO,NO,2P THUNNEL,NOTYET,GAYA,58,100128000,Murah
3,EMSONIC,Speaker,1,450,ABS-HF380,NO,CENA-1,HP4M,YES,YES,3P PIN THUNNEL,NOTYET,SURYAMAS,2450,684572000,Murah
2,EPSON,Printer,2,50,PP-AZ564,NO,NAK80, HP4M,YES,YES,3P PIN GATE,NOTYET,SURYAMAS,165,187600000,Mahal
3,BAHANA,Car,1,360,PP-TD20,NO,HP4M,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),3580,625912000,Mahal
3,BAHANA,Car,1,360,PP-TD20,NO,HP4M,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),3550,582204000,Mahal
3,BAHANA,Car,1,360,PP-TD20,NO,HP4M,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),3580,625912000,Mahal
3,BAHANA,Car,1,360,PP-TD20,NO,HP4M,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),3550,582204000,Mahal
2,SMI,TV-Monitor,8,100,PC,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,195,156380000,Murah
2,SMI,TV-Monitor,8,100,PC (SR1000U)/??,NO,CENA-G,CENA-G,YES,NO,2P SIDE TUNNEL,NOTYET,GAYA,111,156380000,Murah
